path,name,suffix,parent,size_bytes
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case4_117.png,Jun_coronacases_case4_117.png,.png,masks,2206
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_radiopaedia_40_86625_0_case18_12.png,Jun_radiopaedia_40_86625_0_case18_12.png,.png,masks,1917
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0304_15.png,Morozov_study_0304_15.png,.png,masks,1747
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0284_13.png,Morozov_study_0284_13.png,.png,masks,1891
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/bjorke_12.png,bjorke_12.png,.png,masks,10903
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0265_32.png,Morozov_study_0265_32.png,.png,masks,1821
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_radiopaedia_14_85914_0_case13_83.png,Jun_radiopaedia_14_85914_0_case13_83.png,.png,masks,3866
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case9_187.png,Jun_coronacases_case9_187.png,.png,masks,2362
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/bjorke_44.png,bjorke_44.png,.png,masks,9966
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0304_24.png,Morozov_study_0304_24.png,.png,masks,1758
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_radiopaedia_14_85914_0_case13_81.png,Jun_radiopaedia_14_85914_0_case13_81.png,.png,masks,4299
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case10_231.png,Jun_coronacases_case10_231.png,.png,masks,2303
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_radiopaedia_10_85902_3_case12_69.png,Jun_radiopaedia_10_85902_3_case12_69.png,.png,masks,1876
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_radiopaedia_14_85914_0_case13_9.png,Jun_radiopaedia_14_85914_0_case13_9.png,.png,masks,2427
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case2_139.png,Jun_coronacases_case2_139.png,.png,masks,2737
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case5_85.png,Jun_coronacases_case5_85.png,.png,masks,2002
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case3_164.png,Jun_coronacases_case3_164.png,.png,masks,2461
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case10_212.png,Jun_coronacases_case10_212.png,.png,masks,2864
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case5_138.png,Jun_coronacases_case5_138.png,.png,masks,2146
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/bjorke_49.png,bjorke_49.png,.png,masks,1677
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case5_119.png,Jun_coronacases_case5_119.png,.png,masks,2395
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case1_231.png,Jun_coronacases_case1_231.png,.png,masks,1778
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case9_124.png,Jun_coronacases_case9_124.png,.png,masks,2555
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case8_232.png,Jun_coronacases_case8_232.png,.png,masks,2102
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0286_22.png,Morozov_study_0286_22.png,.png,masks,2928
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_radiopaedia_10_85902_3_case12_186.png,Jun_radiopaedia_10_85902_3_case12_186.png,.png,masks,1982
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case4_73.png,Jun_coronacases_case4_73.png,.png,masks,2095
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_radiopaedia_14_85914_0_case13_41.png,Jun_radiopaedia_14_85914_0_case13_41.png,.png,masks,5708
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case5_80.png,Jun_coronacases_case5_80.png,.png,masks,2037
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0302_27.png,Morozov_study_0302_27.png,.png,masks,1939
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case3_74.png,Jun_coronacases_case3_74.png,.png,masks,4364
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case8_190.png,Jun_coronacases_case8_190.png,.png,masks,2065
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0266_5.png,Morozov_study_0266_5.png,.png,masks,1880
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case8_137.png,Jun_coronacases_case8_137.png,.png,masks,2820
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case1_98.png,Jun_coronacases_case1_98.png,.png,masks,2437
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case1_119.png,Jun_coronacases_case1_119.png,.png,masks,3629
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0255_14.png,Morozov_study_0255_14.png,.png,masks,3309
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case5_114.png,Jun_coronacases_case5_114.png,.png,masks,2256
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/bjorke_27.png,bjorke_27.png,.png,masks,6009
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case3_134.png,Jun_coronacases_case3_134.png,.png,masks,3194
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0294_23.png,Morozov_study_0294_23.png,.png,masks,1822
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case3_90.png,Jun_coronacases_case3_90.png,.png,masks,4143
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case1_136.png,Jun_coronacases_case1_136.png,.png,masks,3467
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case7_59.png,Jun_coronacases_case7_59.png,.png,masks,1746
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_radiopaedia_4_85506_1_case19_9.png,Jun_radiopaedia_4_85506_1_case19_9.png,.png,masks,4732
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_radiopaedia_4_85506_1_case19_10.png,Jun_radiopaedia_4_85506_1_case19_10.png,.png,masks,4944
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case10_196.png,Jun_coronacases_case10_196.png,.png,masks,2966
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case3_46.png,Jun_coronacases_case3_46.png,.png,masks,1875
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_radiopaedia_10_85902_3_case12_191.png,Jun_radiopaedia_10_85902_3_case12_191.png,.png,masks,1944
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case4_89.png,Jun_coronacases_case4_89.png,.png,masks,2585
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_radiopaedia_14_85914_0_case13_73.png,Jun_radiopaedia_14_85914_0_case13_73.png,.png,masks,4687
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case2_122.png,Jun_coronacases_case2_122.png,.png,masks,2860
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case9_146.png,Jun_coronacases_case9_146.png,.png,masks,2230
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0295_11.png,Morozov_study_0295_11.png,.png,masks,2588
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case8_98.png,Jun_coronacases_case8_98.png,.png,masks,2907
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_radiopaedia_10_85902_3_case12_169.png,Jun_radiopaedia_10_85902_3_case12_169.png,.png,masks,2199
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0265_26.png,Morozov_study_0265_26.png,.png,masks,1942
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case10_106.png,Jun_coronacases_case10_106.png,.png,masks,2932
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_radiopaedia_10_85902_3_case12_113.png,Jun_radiopaedia_10_85902_3_case12_113.png,.png,masks,2048
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case8_119.png,Jun_coronacases_case8_119.png,.png,masks,2930
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case7_148.png,Jun_coronacases_case7_148.png,.png,masks,2331
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case9_103.png,Jun_coronacases_case9_103.png,.png,masks,2133
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case4_139.png,Jun_coronacases_case4_139.png,.png,masks,2191
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case10_92.png,Jun_coronacases_case10_92.png,.png,masks,2938
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case8_173.png,Jun_coronacases_case8_173.png,.png,masks,2108
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0270_22.png,Morozov_study_0270_22.png,.png,masks,2322
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0301_27.png,Morozov_study_0301_27.png,.png,masks,1925
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_radiopaedia_40_86625_0_case18_45.png,Jun_radiopaedia_40_86625_0_case18_45.png,.png,masks,4664
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case9_174.png,Jun_coronacases_case9_174.png,.png,masks,2281
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case4_112.png,Jun_coronacases_case4_112.png,.png,masks,2146
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case3_50.png,Jun_coronacases_case3_50.png,.png,masks,2016
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_radiopaedia_36_86526_0_case17_32.png,Jun_radiopaedia_36_86526_0_case17_32.png,.png,masks,1998
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0271_24.png,Morozov_study_0271_24.png,.png,masks,2250
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_radiopaedia_10_85902_3_case12_163.png,Jun_radiopaedia_10_85902_3_case12_163.png,.png,masks,2355
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case6_72.png,Jun_coronacases_case6_72.png,.png,masks,2532
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0292_26.png,Morozov_study_0292_26.png,.png,masks,1929
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0258_29.png,Morozov_study_0258_29.png,.png,masks,1984
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0280_24.png,Morozov_study_0280_24.png,.png,masks,3618
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case6_90.png,Jun_coronacases_case6_90.png,.png,masks,2191
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case8_112.png,Jun_coronacases_case8_112.png,.png,masks,2942
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case6_73.png,Jun_coronacases_case6_73.png,.png,masks,2472
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case4_74.png,Jun_coronacases_case4_74.png,.png,masks,2139
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case8_49.png,Jun_coronacases_case8_49.png,.png,masks,1745
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0285_9.png,Morozov_study_0285_9.png,.png,masks,2126
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case1_82.png,Jun_coronacases_case1_82.png,.png,masks,1741
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case1_197.png,Jun_coronacases_case1_197.png,.png,masks,2987
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case10_228.png,Jun_coronacases_case10_228.png,.png,masks,2562
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case1_208.png,Jun_coronacases_case1_208.png,.png,masks,2862
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case10_161.png,Jun_coronacases_case10_161.png,.png,masks,3029
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case4_153.png,Jun_coronacases_case4_153.png,.png,masks,2060
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0281_31.png,Morozov_study_0281_31.png,.png,masks,1859
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0258_16.png,Morozov_study_0258_16.png,.png,masks,2239
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0294_29.png,Morozov_study_0294_29.png,.png,masks,1891
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case7_147.png,Jun_coronacases_case7_147.png,.png,masks,2326
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case1_87.png,Jun_coronacases_case1_87.png,.png,masks,1894
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case8_91.png,Jun_coronacases_case8_91.png,.png,masks,2742
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case10_157.png,Jun_coronacases_case10_157.png,.png,masks,2850
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0297_6.png,Morozov_study_0297_6.png,.png,masks,2588
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case6_46.png,Jun_coronacases_case6_46.png,.png,masks,1734
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case1_227.png,Jun_coronacases_case1_227.png,.png,masks,1768
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case5_154.png,Jun_coronacases_case5_154.png,.png,masks,2075
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case1_131.png,Jun_coronacases_case1_131.png,.png,masks,3425
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case6_83.png,Jun_coronacases_case6_83.png,.png,masks,2195
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_radiopaedia_10_85902_3_case12_153.png,Jun_radiopaedia_10_85902_3_case12_153.png,.png,masks,2157
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case2_150.png,Jun_coronacases_case2_150.png,.png,masks,2926
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case8_64.png,Jun_coronacases_case8_64.png,.png,masks,2109
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_radiopaedia_36_86526_0_case17_22.png,Jun_radiopaedia_36_86526_0_case17_22.png,.png,masks,2515
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case10_191.png,Jun_coronacases_case10_191.png,.png,masks,3039
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case7_60.png,Jun_coronacases_case7_60.png,.png,masks,1735
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case8_238.png,Jun_coronacases_case8_238.png,.png,masks,1834
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case7_85.png,Jun_coronacases_case7_85.png,.png,masks,1855
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case10_244.png,Jun_coronacases_case10_244.png,.png,masks,2146
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case7_137.png,Jun_coronacases_case7_137.png,.png,masks,2435
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case10_114.png,Jun_coronacases_case10_114.png,.png,masks,2926
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case8_267.png,Jun_coronacases_case8_267.png,.png,masks,1821
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case2_28.png,Jun_coronacases_case2_28.png,.png,masks,1874
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_radiopaedia_40_86625_0_case18_78.png,Jun_radiopaedia_40_86625_0_case18_78.png,.png,masks,2457
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case9_91.png,Jun_coronacases_case9_91.png,.png,masks,2313
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_radiopaedia_10_85902_3_case12_188.png,Jun_radiopaedia_10_85902_3_case12_188.png,.png,masks,2017
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0273_24.png,Morozov_study_0273_24.png,.png,masks,2474
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0295_18.png,Morozov_study_0295_18.png,.png,masks,2685
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0293_23.png,Morozov_study_0293_23.png,.png,masks,1868
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0302_22.png,Morozov_study_0302_22.png,.png,masks,2243
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_radiopaedia_10_85902_1_case11_7.png,Jun_radiopaedia_10_85902_1_case11_7.png,.png,masks,1873
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_radiopaedia_7_85703_0_case20_40.png,Jun_radiopaedia_7_85703_0_case20_40.png,.png,masks,2893
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case1_219.png,Jun_coronacases_case1_219.png,.png,masks,1863
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case5_91.png,Jun_coronacases_case5_91.png,.png,masks,2018
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case4_98.png,Jun_coronacases_case4_98.png,.png,masks,2535
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0276_26.png,Morozov_study_0276_26.png,.png,masks,2247
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0293_27.png,Morozov_study_0293_27.png,.png,masks,2078
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0268_18.png,Morozov_study_0268_18.png,.png,masks,2324
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case2_79.png,Jun_coronacases_case2_79.png,.png,masks,1837
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case1_107.png,Jun_coronacases_case1_107.png,.png,masks,2810
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case9_121.png,Jun_coronacases_case9_121.png,.png,masks,2522
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_radiopaedia_4_85506_1_case19_5.png,Jun_radiopaedia_4_85506_1_case19_5.png,.png,masks,1926
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_radiopaedia_27_86410_0_case14_55.png,Jun_radiopaedia_27_86410_0_case14_55.png,.png,masks,1856
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0292_25.png,Morozov_study_0292_25.png,.png,masks,1948
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case8_250.png,Jun_coronacases_case8_250.png,.png,masks,1847
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case7_146.png,Jun_coronacases_case7_146.png,.png,masks,2371
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0291_23.png,Morozov_study_0291_23.png,.png,masks,2861
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case10_115.png,Jun_coronacases_case10_115.png,.png,masks,2955
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0292_22.png,Morozov_study_0292_22.png,.png,masks,2789
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0304_16.png,Morozov_study_0304_16.png,.png,masks,2290
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case10_111.png,Jun_coronacases_case10_111.png,.png,masks,2972
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case10_221.png,Jun_coronacases_case10_221.png,.png,masks,2742
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case6_100.png,Jun_coronacases_case6_100.png,.png,masks,2370
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case8_223.png,Jun_coronacases_case8_223.png,.png,masks,2236
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0263_10.png,Morozov_study_0263_10.png,.png,masks,2844
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case10_194.png,Jun_coronacases_case10_194.png,.png,masks,2960
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_radiopaedia_40_86625_0_case18_41.png,Jun_radiopaedia_40_86625_0_case18_41.png,.png,masks,5006
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case5_92.png,Jun_coronacases_case5_92.png,.png,masks,2036
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0258_24.png,Morozov_study_0258_24.png,.png,masks,2207
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case8_61.png,Jun_coronacases_case8_61.png,.png,masks,1943
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case8_165.png,Jun_coronacases_case8_165.png,.png,masks,2254
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Morozov_study_0295_23.png,Morozov_study_0295_23.png,.png,masks,2246
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case8_220.png,Jun_coronacases_case8_220.png,.png,masks,2244
/kaggle/input/datasets/maedemaftouni/covid19-ct-scan-lesion-segmentation-dataset/masks/Jun_coronacases_case4_131.png,Jun_coronacases_case4_131.png,.png,masks,2113
